계급,직렬,지역,부대,임용예정일
9급,건축,충북 영동,종합행정학교,2019.10.1.
9급,건축,전북 익산,육군부사관학교,2019.10.1.
9급,건축,전북 익산,육군부사관학교,2019.10.1.
9급,건축,경남 창원,종합정비창,2019.10.1.
9급,건축,경남 창원,종합정비창,2019.10.1.
9급,건축,경남 창원,종합정비창,2019.10.1.
9급,군사정보,경기 화성,51사단,2019.10.1.
9급,군사정보,서울,수도방위사령부,2019.10.1.
9급,군사정보,인천,수도군수지원단,2019.10.1.
9급,군사정보,경기 이천,정보학교,2019.10.1.
9급,군사정보,강원 철원,3사단,2019.10.1.
9급,군사정보,강원 인제,3군단,2019.10.1.
9급,군사정보,경기 이천,정보학교,2019.10.1.
9급,군사정보,서울,수도방위사령부,2019.10.1.
9급,군사정보,전북 임실,35사단,2019.10.1.
9급,군수,경기 과천,수도방위사령부 군수지원대대,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,경기 양주,28사단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,경기 남양주,6군수지원단,2019.10.1.
9급,군수,경기 고양,56사단,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,경기 남양주,6군수지원단,2019.10.1.
9급,군수,충남 논산,교육사령부(논산),2019.10.1.
9급,군수,경기 양주,16보급대대,2019.10.1.
9급,군수,강원 강릉,8군수지원단,2019.10.1.
9급,군수,강원 홍천,3기갑여단,2019.10.1.
9급,군수,인천,수도군수지원단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,인천,17사단,2019.10.1.
9급,군수,대전,53군수지원단,2019.10.1.
9급,군수,강원 강릉,8군수지원단,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,강원 원주,1군수지원사령부,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,강원 원주,1군수지원사령부,2019.10.1.
9급,군수,경기 시흥,80정비대대,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,경기 이천,정보학교,2019.10.1.
9급,군수,경기 남양주,6군수지원단,2019.10.1.
9급,군수,인천,수도군수지원단,2019.10.1.
9급,군수,대전,53군수지원단,2019.10.1.
9급,군수,강원 원주,1군수지원사령부,2019.10.1.
9급,군수,강원 강릉,8군수지원단,2019.10.1.
9급,군수,강원 강릉,8군수지원단,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,세종,32사단,2019.10.1.
9급,군수,강원 강릉,8군수지원단,2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,충북 괴산,학생군사학교,2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,대전,군수사령부,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,강원 삼척,23사단,2019.10.1.
9급,군수,충남 논산,교육사령부(논산),2019.10.1.
9급,군수,대전,53군수지원단,2019.10.1.
9급,군수,전북 익산,육군부사관학교,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,충북 증평,37사단,2019.10.1.
9급,군수,전남 장성,51군수지원단,2019.10.1.
9급,군수,경기 고양,1군단,2019.10.1.
9급,군수,전남 장성,51군수지원단,2019.10.1.
9급,군수,강원 원주,1군수지원사령부,2019.10.1.
9급,군수,충남 논산,교육사령부(논산),2019.10.1.
9급,군수,대전,53군수지원단,2019.10.1.
9급,군수,강원 고성,22사단,2019.10.1.
9급,군수,경남 함안,39사단,2019.10.1.
9급,군수,경남 김해,52군수지원단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,부산,2보급단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,경남 김해,52군수지원단,2019.10.1.
9급,군수,경남 김해,52군수지원단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,부산,2보급단,2019.10.1.
9급,군수,경남 창원,종합정비창,2019.10.1.
9급,군수,충남 논산,교육사령부(논산),2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,강원 춘천,2군단,2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,대구,2작전사령부,2019.10.1.
9급,군수,경남 창원 ,종합정비창,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,전북 익산,육군부사관학교,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수(장애),전남 장성,51군수지원단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,대전,53군수지원단,2019.10.1.
9급,군수,경기 고양,60사단,2019.10.1.
9급,군수,충남 논산,교육사령부(논산),2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,군수,전남 장성,51군수지원단,2019.10.1.
9급,군수,전남 장성,교육사령부(장성),2019.10.1.
9급,금속,경남 창원,종합정비창,2019.10.1.
9급,금속,경남 창원,종합정비창,2019.10.1.
9급,금속,경남 창원,종합정비창,2019.10.1.
9급,금속,경남 창원,종합정비창,2019.10.1.
9급,금속,경남 창원,종합정비창,2019.10.1.
9급,금속,경남 창원,종합정비창,2019.10.1.
9급,기체,충남 논산,항공학교,2019.10.1.
9급,기체,강원 춘천,2군단,2019.10.1.
9급,기체,강원 춘천,2군단,2019.10.1.
9급,기체,경남 창원 ,종합정비창,2019.10.1.
9급,기체,경남 창원,종합정비창,2019.10.1.
9급,기체,경남 창원,종합정비창,2019.10.1.
9급,기체,경남 창원,종합정비창,2019.10.1.
9급,기체,충남 논산,항공학교,2019.10.1.
9급,기체,충남 논산,항공학교,2019.10.1.
9급,기체,강원 인제,3군단,2019.10.1.
9급,기체,경남 창원,종합정비창,2019.10.1.
9급,기체,충남 논산,항공학교,2019.10.1.
9급,기체,경남 창원,종합정비창,2019.10.1.
9급,기체,강원 인제,3군단,2019.10.1.
9급,병리,경기 연천,5사단,2019.10.1.
9급,병리,강원 춘천,2군단,2019.10.1.
9급,병리,경기 양주,28사단,2019.10.1.
9급,병리,강원 인제,3군단,2019.10.1.
9급,병리,경기 양주,28사단,2019.10.1.
9급,병리,경기 연천,5사단,2019.10.1.
9급,병리,세종 ,32사단,2019.10.1.
9급,병리,강원 화천,27사단,2019.10.1.
9급,병리,전남(광주),31사단,2019.10.1.
9급,병리,충남 논산,육군훈련소,2019.10.1.
9급,병리,강원 인제,3군단,2019.10.1.
9급,병리,강원 삼척,22사단,2019.10.1.
9급,시설,강원 인제,3군단,2019.10.1.
9급,시설,충북 영동,8탄약창,2019.10.1.
9급,시설,경남 창원,종합정비창,2019.10.1.
9급,시설,강원 홍천,3기갑여단,2019.10.1.
9급,시설,경기 파주,JSA대대,2019.10.1.
9급,시설,강원 인제,3군단,2019.10.1.
9급,시설,경기 양주,72사단,2019.10.1.
9급,시설,강원 고성,22사단,2019.10.1.
9급,시설,강원 철원,5군단(철원),2019.10.1.
9급,시설,강원 양구,21사단,2019.10.1.
9급,시설,전남 장성,기계화학교,2019.10.1.
9급,시설,경기 파주,2기갑여단,2019.10.1.
9급,시설,충남 논산,교육사령부(논산),2019.10.1.
9급,시설,충남 논산,교육사령부(논산),2019.10.1.
9급,시설,충남 논산,교육사령부(논산),2019.10.1.
9급,시설,경기 동두천,6포병여단,2019.10.1.
9급,시설,경기 시흥,수도군수지원단 10보급대대,2019.10.1.
9급,시설,경기 고양,60사단,2019.10.1.
9급,시설,경기 시흥,수도포병여단,2019.10.1.
9급,시설,경기 포천,5군단,2019.10.1.
9급,시설,대구,2작전사령부,2019.10.1.
9급,시설,전북 임실,6탄약창,2019.10.1.
9급,시설,강원 철원,5군단(철원),2019.10.1.
9급,영상,경기 양주,8사단,2019.10.1.
9급,영상,대구,2작전사령부,2019.10.1.
9급,영상,충북 괴산,학생군사학교,2019.10.1.
9급,영상,충북 괴산,학생군사학교,2019.10.1.
9급,영상,강원 인제,과학과전투훈련단,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,용접,경남 창원,종합정비창,2019.10.1.
9급,유도무기,경남 창원,종합정비창,2019.10.1.
9급,유도무기,대전,교육사령부,2019.10.1.
9급,유도무기,경남 창원,종합정비창,2019.10.1.
9급,유도무기,강원 인제,3군단,2019.10.1.
9급,유도무기,충북 증평,37사단,2019.10.1.
9급,유도무기,경기 가평,수도기계화사단,2019.10.1.
9급,유도무기,경기 파주,1사단,2019.10.1.
9급,유도무기,경기 고양,1군단,2019.10.1.
9급,유도무기,경기 포천,5군단,2019.10.1.
9급,유도무기,강원 춘천,2군단,2019.10.1.
9급,유도무기,대전,교육사령부,2019.10.1.
9급,유도무기,강원 춘천,2군단,2019.10.1.
9급,유도무기,강원 인제,3군단,2019.10.1.
9급,유도무기,경남 창원,종합정비창,2019.10.1.
9급,유도무기,강원 인제,3군단,2019.10.1.
9급,유도무기,충남 논산,교육사령부(논산),2019.10.1.
9급,유도무기,강원 인제,3군단,2019.10.1.
9급,유도무기,충남 논산,교육사령부(논산),2019.10.1.
9급,유도무기,강원 인제,3군단,2019.10.1.
9급,유도무기,강원 인제,3군단,2019.10.1.
9급,유도무기,충남 논산,교육사령부(논산),2019.10.1.
9급,유도무기,강원 춘천,2군단,2019.10.1.
9급,유도무기,강원 춘천,2군단,2019.10.1.
9급,유도무기,강원 춘천,2군단,2019.10.1.
9급,유도무기,대전,교육사령부,2019.10.1.
9급,유도무기,강원 강릉,8군수지원단,2019.10.1.
9급,유도무기,강원 인제,3군단,2019.10.1.
9급,유도무기,대전,교육사령부,2019.10.1.
9급,의공,대구,2작전사령부,2019.10.1.
9급,의공,강원 인제,3군단,2019.10.1.
9급,의공,경기 포천,5군단,2019.10.1.
9급,의공,전남 장성,51군수지원단,2019.10.1.
9급,의공,경남 창원,52군수지원단(창원),2019.10.1.
9급,일반기계,강원 강릉,8군수지원단,2019.10.1.
9급,일반기계,경기 포천,5군단,2019.10.1.
9급,일반기계,전남 장성,공병학교,2019.10.1.
9급,일반기계,경기 광명,52사단,2019.10.1.
9급,일반기계,강원 강릉,8군수지원단,2019.10.1.
9급,일반기계,강원 화천,15사단,2019.10.1.
9급,전기,서울,수도방위사령부,2019.10.1.
9급,전기,경기 양주,8사단,2019.10.1.
9급,전기,경기 고양,1군단,2019.10.1.
9급,전기,경기 용인,지상작전사령부,2019.10.1.
9급,전기,경기 양주,28사단,2019.10.1.
9급,전기,강원 인제,3군단,2019.10.1.
9급,전기,경기 동두천,7군수지원단 96정비대대(동두천),2019.10.1.
9급,전기,경기 파주,1군단(파주),2019.10.1.
9급,전기,강원 양구,21사단,2019.10.1.
9급,전기,경기 이천,7군단,2019.10.1.
9급,전기,강원 원주,미사일사령부,2019.10.1.
9급,전기,경기 양주,28사단,2019.10.1.
9급,전기,경기 파주,1군단(파주),2019.10.1.
9급,전기,강원 인제,3군단,2019.10.1.
9급,전기,강원 인제,3군단,2019.10.1.
9급,전기,경기 고양,1군단,2019.10.1.
9급,전기,강원 원주,36사단,2019.10.1.
9급,전기,강원 양구,21사단,2019.10.1.
9급,전기,강원 고성,22사단,2019.10.1.
9급,전산,대전,교육사령부,2019.10.1.
9급,전산,대전,교육사령부,2019.10.1.
9급,전산,강원 춘천,인사사령부,2019.10.1.
9급,전산,충남 논산,교육사령부(논산),2019.10.1.
9급,전산,충남 논산,교육사령부(논산),2019.10.1.
9급,전산,강원 철원,3사단,2019.10.1.
9급,전산,광주(전남),31사단,2019.10.1.
9급,전산,전남 장성,교육사령부(장성),2019.10.1.
9급,전산,충북 괴산,학생군사학교,2019.10.1.
9급,전산,광주(전남),31사단,2019.10.1.
9급,전산,전남 장성,교육사령부(장성),2019.10.1.
9급,전자,강원 인제,과학화전투훈련단,2019.10.1.
9급,전자,경기 포천,5군단,2019.10.1.
9급,전자,강원 인제,과학화전투훈련단,2019.10.1.
9급,전자,강원 춘천,2군단,2019.10.1.
9급,전자,경남 창원,종합정비창,2019.10.1.
9급,전자,강원 춘천,2군단,2019.10.1.
9급,전자,강원 양구,13항공단 UAV대대,2019.10.1.
9급,전자,인천,10항공단,2019.10.1.
9급,전자,경기 포천,5군단,2019.10.1.
9급,전자,강원 강릉,8군수지원단,2019.10.1.
9급,전자,경기 남양주,7포병여단,2019.10.1.
9급,전자,강원 인제,과학화전투훈련단,2019.10.1.
9급,전자,강원 인제,과학화전투훈련단,2019.10.1.
9급,전자,강원 인제,과학화전투훈련단,2019.10.1.
9급,전자,강원 인제,3군단,2019.10.1.
9급,전자,강원 인제,3군단,2019.10.1.
9급,전자,강원 인제,3군단,2019.10.1.
9급,전차,경남 창원,종합정비창,2019.10.1.
9급,전차,세종,종합보급창,2019.10.1.
9급,전차,대전,교육사령부,2019.10.1.
9급,전차,전남 장성,교육사령부(장성),2019.10.1.
9급,전차,강원 강릉,8군수지원단,2019.10.1.
9급,전차,경기 시흥,수도군수지원단 80정비대대,2019.10.1.
9급,전차,전남 장성,교육사령부(장성),2019.10.1.
9급,전차,강원 인제,과학화전투훈련단,2019.10.1.
9급,전차,대전,교육사령부,2019.10.1.
9급,전차,경남 창원,종합정비창,2019.10.1.
9급,차량,경기 고양,1군단,2019.10.1.
9급,차량,전남 장성,51군수지원단,2019.10.1.
9급,차량,강원 강릉,8군수지원단,2019.10.1.
9급,차량,대전,교육사령부,2019.10.1.
9급,차량,경기 남양주,7포병여단,2019.10.1.
9급,차량,충남 논산,육군훈련소,2019.10.1.
9급,차량,경기 남양주,7포병여단,2019.10.1.
9급,차량,광주(전남),31사단,2019.10.1.
9급,차량,강원 강릉,8군수지원단,2019.10.1.
9급,차량,경남 창원,종합정비창,2019.10.1.
9급,차량,경남 창원,종합정비창,2019.10.1.
9급,차량,인천,수도군수지원단 600수송대대,2019.10.1.
9급,차량,대전,교육사령부,2019.10.1.
9급,차량,광주(전남),31사단,2019.10.1.
9급,차량,경남 창원,종합정비창,2019.10.1.
9급,차량,경남 함안,39사단,2019.10.1.
9급,차량,경남 창원,종합정비창,2019.10.1.
9급,차량,강원 강릉,8군수지원단,2019.10.1.
9급,총포,경기 광명,52사단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,대구,2작전사령부,2019.10.1.
9급,총포,대구,2작전사령부,2019.10.1.
9급,총포,대구,2작전사령부,2019.10.1.
9급,총포,강원 화천,7사단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,경기 포천,7군수지원단 96정비대대(포천),2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,경기 시흥,수도군수지원단 80정비대대,2019.10.1.
9급,총포,경기 남양주,7포병여단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,경기 광명,52사단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,경기 시흥,수도군수지원단 80정비대대,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,강원 강릉,8군수지원단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,강원 춘천,2군단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,경기 광명,52사단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,강원 춘천,2군단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,강원 인제,과학화전투훈련단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,총포,강원 강릉,8군수지원단,2019.10.1.
9급,총포,강원 강릉,8군수지원단,2019.10.1.
9급,총포,전남 장성,51군수지원단,2019.10.1.
9급,총포,경기 이천,특수무기정비단,2019.10.1.
9급,탄약,경기 용인,지상작전사령부,2019.10.1.
9급,탄약,강원 춘천,2군단,2019.10.1.
9급,탄약,경기 용인,지상작전사령부,2019.10.1.
9급,탄약,충북 제천,5탄약창,2019.10.1.
9급,탄약,강원 춘천,2군단,2019.10.1.
9급,탄약,강원 춘천,2군단,2019.10.1.
9급,탄약,강원 홍천,59탄약대대,2019.10.1.
9급,탄약,강원 홍천,59탄약대대,2019.10.1.
9급,탄약,강원 강릉,8군수지원단,2019.10.1.
9급,탄약,강원 강릉,8군수지원단,2019.10.1.
9급,탄약,강원 강릉,8군수지원단,2019.10.1.
9급,탄약,강원 강릉,8군수지원단,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,경기 고양,1군단,2019.10.1.
9급,통신,강원 춘천,2군단,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,충남 논산,육군훈련소,2019.10.1.
9급,통신,전남 장성,보병학교,2019.10.1.
9급,통신,충북 증평,37사단,2019.10.1.
9급,통신,충북 음성,특수작전항공단,2019.10.1.
9급,통신,대전,교육사령부,2019.10.1.
9급,통신,충북 괴산,학생군사학교,2019.10.1.
9급,통신,광주(전남),31사단,2019.10.1.
9급,통신,경기 안양,수도방위사령부 공병단,2019.10.1.
9급,항공기관,충남 논산,항공학교,2019.10.1.
9급,항공기관,충남 논산,항공학교,2019.10.1.
9급,항공기관,충남 논산,항공학교,2019.10.1.
9급,항공기관,충남 논산,항공학교,2019.10.1.
9급,항공기관,충남 논산,항공학교,2019.10.1.
9급,행정,경기 화성,51사단,2019.10.1.
9급,행정,경기 양주,72사단,2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,경기 남양주,동원전력사령부(남양주),2019.10.1.
9급,행정,서울,수도방위사령부,2019.10.1.
9급,행정,경기 남양주,동원전력사령부(남양주),2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,경기 고양,56사단,2019.10.1.
9급,행정,경기 남양주,동원전력사령부(남양주),2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,경기 남양주,7군단(남양주),2019.10.1.
9급,행정,경기 가평,66사단,2019.10.1.
9급,행정,서울,육군사관학교,2019.10.1.
9급,행정,경기 남양주,7군단(남양주),2019.10.1.
9급,행정,서울,학군단(서울),2019.10.1.
9급,행정,경기 양주,72사단,2019.10.1.
9급,행정,경기 가평,66사단,2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정(장애),전북 임실,35사단,2019.10.1.
9급,행정(장애),전남 장성,교육사령부(장성),2019.10.1.
9급,행정(장애),전남 장성,교육사령부(장성),2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,서울,학군단(서울),2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,경기 양주,86정비대대,2019.10.1.
9급,행정,인천,학군단(경인교대),2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,서울,육군사관학교,2019.10.1.
9급,행정,충남 논산,72항정대대,2019.10.1.
9급,행정,서울,수도방위사령부,2019.10.1.
9급,행정,인천,9공수특전여단,2019.10.1.
9급,행정,경기 하남,202항공대대,2019.10.1.
9급,행정(장애),전남 장성,교육사령부(장성),2019.10.1.
9급,행정,경기 용인,11항공단,2019.10.1.
9급,행정,강원 원주,지상작전사령부(원주),2019.10.1.
9급,행정,충북 충주,학군단(충주 건국대),2019.10.1.
9급,행정,경기 남양주,동원전력사령부(남양주),2019.10.1.
9급,행정,강원 원주,지상작전사령부(원주),2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,강원 강릉,학군단(강릉대),2019.10.1.
9급,행정,서울,육군사관학교,2019.10.1.
9급,행정,경기 용인,55사단,2019.10.1.
9급,행정,경기 고양,60사단,2019.10.1.
9급,행정,경기 화성,51사단,2019.10.1.
9급,행정,경기 안양,수도군단,2019.10.1.
9급,행정,경기 고양,60사단,2019.10.1.
9급,행정,서울,수도방위사령부,2019.10.1.
9급,행정,경기 안양,수도군단,2019.10.1.
9급,행정,경기 안양,수도군단,2019.10.1.
9급,행정,경기 화성,51사단,2019.10.1.
9급,행정,경기 남양주,동원전력사령부(남양주),2019.10.1.
9급,행정,경기 하남,73항공정비대대,2019.10.1.
9급,행정,경기 광명,52사단,2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,서울,육군사관학교,2019.10.1.
9급,행정,강원 원주,지상작전사령부(원주),2019.10.1.
9급,행정,경기 안성,학군단(안성 중앙대),2019.10.1.
9급,행정,경기 안양,수도군단,2019.10.1.
9급,행정,경기 화성,51사단,2019.10.1.
9급,행정,대구,2작전사령부,2019.10.1.
9급,행정,경북 안동,학군단(안동대),2019.10.1.
9급,행정,충북 영동,종합행정학교,2019.10.1.
9급,행정,대구,2작전사령부,2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,경기 이천,7군단,2019.10.1.
9급,행정,강원 원주,지상작전사령부(원주),2019.10.1.
9급,행정,대구,2작전사령부,2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,경북 영천,2작전사령부(영천),2019.10.1.
9급,행정,대구,2작전사령부,2019.10.1.
9급,행정,대구,2작전사령부,2019.10.1.
9급,행정,충북 영동,종합행정학교,2019.10.1.
9급,행정,대구,2작전사령부,2019.10.1.
9급,행정,충북 제천,학군단(세명대),2019.10.1.
9급,행정,대구,2작전사령부,2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,경북 울진,121보병연대,2019.10.1.
9급,행정,충북 충주,112보병연대,2019.10.1.
9급,행정,충남 계룡,인사사령부,2019.10.1.
9급,행정,충북 괴산,학생군사학교,2019.10.1.
9급,행정,대전,교육사령부,2019.10.1.
9급,행정,대전,교육사령부,2019.10.1.
9급,행정,세종,방공학교,2019.10.1.
9급,행정,세종,32사단,2019.10.1.
9급,행정,대전,교육사령부,2019.10.1.
9급,행정,세종,32사단,2019.10.1.
9급,행정,충남 계룡,인사사령부,2019.10.1.
9급,행정,대전,교육사령부,2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,충북 괴산,학생군사학교,2019.10.1.
9급,행정,충남 논산,교육사령부(논산),2019.10.1.
9급,행정,충북 증평,37사단,2019.10.1.
9급,행정,경기 이천,정보학교,2019.10.1.
9급,행정,충남 천안,학군단(천안 단국대),2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,전북 익산,육군부사관학교,2019.10.1.
9급,행정,충남 논산,교육사령부(논산),2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,세종,방공학교,2019.10.1.
9급,행정,충남 논산,교육사령부(논산),2019.10.1.
9급,행정,충북 증평,37사단,2019.10.1.
9급,행정,충북 증평,37사단,2019.10.1.
9급,행정,전북 임실,35사단,2019.10.1.
9급,행정,강원 춘천,학군단(춘천),2019.10.1.
9급,행정,충남 논산,교육사령부(논산),2019.10.1.
9급,행정,세종,방공학교,2019.10.1.
9급,행정,경기 양주,102공병대대,2019.10.1.
9급,행정,충북 괴산,학생군사학교,2019.10.1.
9급,행정(장애),전북 임실,35사단,2019.10.1.
9급,행정(장애),강원 홍천,204항공대대,2019.10.1.
9급,행정(장애),전남 장성,교육사령부(장성),2019.10.1.
9급,행정,부산,53사단,2019.10.1.
9급,행정,경기 양주,72사단,2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,경기 고양,56사단,2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,경기 양평,105항공대대,2019.10.1.
9급,행정,대전,교육사령부,2019.10.1.
9급,행정,충북 청주,학군단(청주),2019.10.1.
9급,행정,충북 괴산,학생군사학교,2019.10.1.
9급,행정,세종,방공학교,2019.10.1.
9급,행정,경북 경주,학군단(경주 동국대),2019.10.1.
9급,행정,부산,53사단,2019.10.1.
9급,행정,경남 창녕,119보병연대,2019.10.1.
9급,행정,경기 고양,1군단,2019.10.1.
9급,행정,부산,53사단,2019.10.1.
9급,행정,경기 가평,66사단,2019.10.1.
9급,행정,부산,학군단(부산),2019.10.1.
9급,행정,강원 춘천,2군단,2019.10.1.
9급,행정,경북 경산,학군단(대구한의대),2019.10.1.
9급,행정,전북 완주,35사단,2019.10.1.
9급,행정,경기 남양주,동원전력사령부(남양주),2019.10.1.
9급,행정,전남 장성,교육사령부(장성),2019.10.1.
9급,행정,세종,32사단,2019.10.1.
9급,행정,광주(전남),31사단,2019.10.1.
9급,행정,충북 괴산,학생군사학교,2019.10.1.
9급,행정,충남 논산,교육사령부(논산),2019.10.1.
9급,행정,경기 남양주,7군단(남양주),2019.10.1.
9급,행정,광주(전남),31사단,2019.10.1.
9급,행정,전남 장성,교육사령부(장성),2019.10.1.
9급,행정,광주(전남),31사단,2019.10.1.
9급,행정,경북 영천,2작전사령부(영천),2019.10.1.
9급,행정,전남 순천,학군단(순천대),2019.10.1.
9급,행정,세종,32사단,2019.10.1.
9급,행정,경기 광명,동원전력사령부 호송단,2019.10.1.
9급,행정(장애),전남 장성,교육사령부(장성),2019.10.1.
9급,행정(장애),강원 춘천,학군단(춘천),2019.10.1.
9급,행정,전남 장성,교육사령부(장성),2019.10.1.
9급,행정,광주(전남),31사단,2019.10.1.
9급,행정,전남 무안,학군단(목포대),2019.10.1.
9급,행정,광주(전남),학군단(호남대),2019.10.1.
9급,행정,전북 완주,학군단(우석대),2019.10.1.
9급,행정(장애),전남 장성,교육사령부(장성),2019.10.1.
9급,행정,부산,학군단(부산),2019.10.1.
9급,행정,부산,학군단(부산),2019.10.1.
9급,행정,경남 창원,학군단(창원대),2019.10.1.
9급,행정,경남 김해,학군단(인제대),2019.10.1.
9급,행정,전북 임실,35사단,2019.10.1.
9급,행정,경남 함안,39사단,2019.10.1.
9급,행정,전북 익산,육군부사관학교,2019.10.1.
