계급,직렬,지역,부대,임용예정일
9급,시설,춘천,2군수지원여단,2023.12.01
9급,시설,포천,5공병여단,2023.12.01
9급,시설,안양,수도방위사령부(안양),2023.12.01
9급,시설,춘천,2군수지원여단,2023.12.01
9급,시설,임실,35사단,2023.12.01
9급,시설,원주,1군수지원사령부,2023.12.01
9급,시설,임실,탄약지원사령부(임실),2023.12.01
9급,시설,양주,28사단(양주),2023.12.01
9급,시설,인제,12사단,2023.12.01
9급,시설,경산,종합군수학교(경산),2023.12.01
9급,시설,영천,탄약지원사령부(영천),2023.12.01
9급,시설,영천,2작전사령부(영천),2023.12.01
9급,시설,이천,종합정비창(이천),2023.12.01
9급,시설,연천,5사단,2023.12.01
9급,시설,춘천,2군수지원여단,2023.12.01
9급,시설,서울,수도군단(서울),2023.12.01
9급,시설,충주,탄약지원사령부(충주),2023.12.01
9급,시설,인제,3공병여단,2023.12.01
9급,시설,대전,2작전사령부(대전),2023.12.01
9급,시설,강릉,3공병여단(강릉),2023.12.01
9급,시설,양주,8기동사단,2023.12.01
9급,시설,김해,2작전사령부(김해),2023.12.01
9급,시설,괴산,학생군사학교,2023.12.01
9급,시설,인제,12사단,2023.12.01
9급,시설,장성,2작전사령부(장성),2023.12.01
9급,시설,가평,수도기계화보병사단,2023.12.01
9급,시설,서울,수도방위사령부,2023.12.01
9급,시설,인제,3군수지원여단,2023.12.01
9급,시설,포천,1기갑여단,2023.12.01
9급,영상,용인,동원전력사령부,2023.12.01
9급,영상,파주,2기갑여단,2023.12.01
9급,영상,인제,과학화전투훈련단,2023.12.01
9급,영상,화천,15사단,2023.12.01
9급,영상,홍천,20기갑여단,2023.12.01
9급,영양관리,인제,3군수지원여단,2023.12.01
9급,영양관리,천안,탄약지원사령부(천안),2023.12.01
9급,영양관리,대구,5군수지원사령부,2023.12.01
9급,영양관리,홍천,종합군수학교(홍천),2023.12.01
9급,영양관리,춘천,교육사령부(춘천),2023.12.01
9급,영양관리,포천,5군수지원여단,2023.12.01
9급,용접,포천,7군단(포천),2023.12.01
9급,유도무기,양주,7군단(양주),2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,양주,7군단(양주),2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,양주,7군단(양주),2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,전남 광주,31사단,2023.12.01
9급,유도무기,음성,미사일사(음성),2023.12.01
9급,유도무기,포천,5군수지원여단,2023.12.01
9급,유도무기,양주,1포병여단(양주),2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,포천,5군수지원여단,2023.12.01
9급,유도무기,포천,5군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,양주,7군단(양주),2023.12.01
9급,유도무기,음성,미사일사(음성),2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,포천,5군수지원여단,2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,세종,종합보급창,2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,창원,종합정비창,2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,순창,미사일사(순창),2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,강릉,3군수지원여단,2023.12.01
9급,유도무기,임실,35사단,2023.12.01
9급,유도무기,음성,미사일사(음성),2023.12.01
9급,유도무기,양주,7군단(양주),2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,장성,5군수지원사령부(장성),2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,포천,5군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,포천,5군수지원여단,2023.12.01
9급,유도무기,순창,미사일사(순창),2023.12.01
9급,유도무기,남양주,1방공여단(남양주),2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,창원,종합정비창,2023.12.01
9급,유도무기,포천,5군수지원여단,2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,강릉,3군수지원여단,2023.12.01
9급,유도무기,강릉,3군수지원여단,2023.12.01
9급,유도무기,강릉,3군수지원여단,2023.12.01
9급,유도무기,파주,1군수지원여단(파주),2023.12.01
9급,유도무기,인제,3군수지원여단,2023.12.01
9급,유도무기,춘천,2군수지원여단,2023.12.01
9급,유도무기,고양,1군수지원여단,2023.12.01
9급,유도무기,남양주,5군수지원여단(남양주),2023.12.01
9급,유도무기,시흥,1군수지원사령부(시흥),2023.12.01
9급,의공,대구,50사단,2023.12.01
9급,의공,전남 광주,31사단,2023.12.01
9급,인쇄,용인,지상작전사령부,2023.12.01
9급,일반기계,인제,3군수지원여단,2023.12.01
9급,일반기계,양주,7군단(양주),2023.12.01
9급,일반기계,인천,수도군단(인천),2023.12.01
9급,일반기계,춘천,2군수지원여단,2023.12.01
9급,일반기계,이천,항공사령부,2023.12.01
9급,일반기계,가평,수도기계화보병사단,2023.12.01
9급,일반기계,춘천,2군수지원여단,2023.12.01
9급,일반기계,창원,종합정비창,2023.12.01
9급,재활치료,고양,9사단,2023.12.01
9급,재활치료,대구,50사단,2023.12.01
9급,재활치료,이천,3공수여단,2023.12.01
9급,재활치료,전남 광주,31사단,2023.12.01
9급,전기,인천,9공수여단,2023.12.01
9급,전기,양주,28사단(양주),2023.12.01
9급,전기,원주,36사단,2023.12.01
9급,전기,인제,3군수지원여단,2023.12.01
9급,전기,춘천,2포병여단,2023.12.01
9급,전기,인천,특수전사령부(인천),2023.12.01
9급,전기,남양주,7포병여단,2023.12.01
9급,전기,연천,5사단,2023.12.01
9급,전기,포천,5포병여단,2023.12.01
9급,전기,고양,60사단,2023.12.01
9급,전기,서울,수도방위사령부,2023.12.01
9급,전기,포천,5포병여단,2023.12.01
9급,전기,양주,8기동사단,2023.12.01
9급,전기,고양,1포병여단,2023.12.01
9급,전기,원주,1군수지원사령부,2023.12.01
9급,전기,춘천,2포병여단,2023.12.01
9급,전기,대전,2작전사령부(대전),2023.12.01
9급,전기,삼척,23경비여단,2023.12.01
9급,전기,고양,30기갑여단,2023.12.01
9급,전기,영동,종합행정학교,2023.12.01
9급,전기,장성,2작전사령부(장성),2023.12.01
9급,전기,장성,2작전사령부(장성),2023.12.01
9급,전기,전남 광주,31사단,2023.12.01
9급,전기,전남 광주,31사단,2023.12.01
9급,전기,부산,종합보급창(부산),2023.12.01
9급,전기,인제,3군수지원여단,2023.12.01
9급,전기,포천,1기갑여단,2023.12.01
9급,전기,임실,35사단,2023.12.01
9급,전기,익산,부사관학교,2023.12.01
9급,전기,함안,39사단,2023.12.01
9급,전기,대구,50사단,2023.12.01
9급,전기,강릉,3공병여단(강릉),2023.12.01
9급,전기,강원 고성,22사단,2023.12.01
9급,전기,영천,2작전사령부(영천),2023.12.01
9급,전기,창원,종합정비창,2023.12.01
9급,전기,인제,12사단,2023.12.01
9급,전기,인제,12사단,2023.12.01
9급,전기,부산,53사단,2023.12.01
9급,전기,원주,1군수지원사령부,2023.12.01
9급,전기,화천,7사단,2023.12.01
9급,전기,포천,5포병여단,2023.12.01
9급,전산,서울,수도방위사령부,2023.12.01
9급,전산,양평,2신속사단,2023.12.01
9급,전산,서울,수도방위사령부,2023.12.01
9급,전산,용인,지상작전사령부,2023.12.01
9급,전산,용인,55사단,2023.12.01
9급,전산,고양,9사단,2023.12.01
9급,전산,양평,7군단(양평),2023.12.01
9급,전산,양주,25사단,2023.12.01
9급,전산,고양,1군단,2023.12.01
9급,전산,포천,5군단,2023.12.01
9급,전산,고양,1군수지원여단,2023.12.01
9급,전산,포천,수도기계화보병사단(포천),2023.12.01
9급,전산,용인,지상작전사령부,2023.12.01
9급,전산,이천,7군단,2023.12.01
9급,전산,무안,31사단(무안),2023.12.01
9급,전산,광명,52사단,2023.12.01
9급,전산,평택,51사단(평택),2023.12.01
9급,전산,용인,지상작전사령부,2023.12.01
9급,전산,인제,과학화전투훈련단,2023.12.01
9급,전산,시흥,17사단(시흥),2023.12.01
9급,전산,양구,21사단,2023.12.01
9급,전산,포천,5군단,2023.12.01
9급,전산,경기 광주,특수전학교,2023.12.01
9급,전산,파주,1사단,2023.12.01
9급,전산,파주,2기갑여단,2023.12.01
9급,전산,양주,5기갑여단,2023.12.01
9급,전산,파주,1사단,2023.12.01
9급,전산,용인,지상작전사령부,2023.12.01
9급,전산,원주,화력여단,2023.12.01
9급,전산,용인,55사단,2023.12.01
9급,전산,괴산,학생군사학교,2023.12.01
9급,전산,용인,7군단(용인),2023.12.01
9급,전산,광명,52사단,2023.12.01
9급,전산,원주,1군수지원사령부,2023.12.01
9급,전산,논산,육군훈련소,2023.12.01
9급,전산,계룡,지능정보기술단,2023.12.01
9급,전산,이천,7군단,2023.12.01
9급,전산,동두천,28사단,2023.12.01
9급,전산,계룡,지능정보기술단,2023.12.01
9급,전산,대전,군수사령부,2023.12.01
9급,전산,대구,50사단,2023.12.01
9급,전산,원주,1군수지원사령부,2023.12.01
9급,전산,홍천,11기동사단,2023.12.01
9급,전산,계룡,지능정보기술단,2023.12.01
9급,전산,대전,군수사령부,2023.12.01
9급,전산,대전,육군대학,2023.12.01
9급,전산,이천,7군단,2023.12.01
9급,전산,대전,군수사령부,2023.12.01
9급,전산,원주,36사단,2023.12.01
9급,전산,대전,종합군수학교,2023.12.01
9급,전산,계룡,지능정보기술단,2023.12.01
9급,전산,충주,37사단(충주),2023.12.01
9급,전산,인제,3군단,2023.12.01
9급,전산,대전,전투지휘훈련단,2023.12.01
9급,전산,전남 광주,31사단,2023.12.01
9급,전산,전남 광주,31사단,2023.12.01
9급,전산,전남 광주,31사단,2023.12.01
9급,전산,임실,35사단,2023.12.01
9급,전산,세종,방공학교,2023.12.01
9급,전산,인제,과학화전투훈련단,2023.12.01
9급,전산,대구,5군수지원사령부,2023.12.01
9급,전산,대구,50사단,2023.12.01
9급,전산,대구,2작전사령부,2023.12.01
9급,전산,서울,수도방위사령부,2023.12.01
9급,전산,인제,과학화전투훈련단,2023.12.01
9급,전산,안동,50사단(안동),2023.12.01
9급,전산,계룡,지능정보기술단,2023.12.01
9급,전산,대구,2작전사령부,2023.12.01
9급,전산,양구,21사단,2023.12.01
9급,전산,삼척,23경비여단,2023.12.01
9급,전산,대구,50사단,2023.12.01
9급,전산,용인,지상작전사령부,2023.12.01
9급,전산,울진,50사단(울진),2023.12.01
9급,전산,춘천,2군단,2023.12.01
9급,전산,대구,2작전사령부,2023.12.01
9급,전산,구미,50사단(구미),2023.12.01
9급,전산,고양,56사단,2023.12.01
9급,전산,영천,육군3사관교,2023.12.01
9급,전산,영동,탄약지원사령부(영동),2023.12.01
9급,전산,춘천,2군수지원여단,2023.12.01
9급,전산,인제,3군단,2023.12.01
9급,전산,인제,과학화전투훈련단,2023.12.01
9급,전산,창원,종합정비창,2023.12.01
9급,전산,인제,3군단,2023.12.01
9급,전산,인제,과학화전투훈련단,2023.12.01
9급,전산,창원,종합정비창,2023.12.01
9급,전산,대구,50사단,2023.12.01
9급,전산,전남 광주,31사단,2023.12.01
9급,전자,하남,수도군단(하남),2023.12.01
9급,전자,양주,1군단(양주),2023.12.01
9급,전자,고양,1군단,2023.12.01
9급,전자,연천,5사단,2023.12.01
9급,전자,과천,수도방위사령부(과천),2023.12.01
9급,전자,양주,7군단(양주),2023.12.01
9급,전자,파주,1군단(파주),2023.12.01
9급,전자,철원,3사단,2023.12.01
9급,전자,인천,1군수지원사령부(인천),2023.12.01
9급,전자,파주,1군수지원여단(파주),2023.12.01
9급,전자,양주,7군단(양주),2023.12.01
9급,전자,서울,수도방위사령부,2023.12.01
9급,전자,과천,1방공여단,2023.12.01
9급,전자,이천,항공사령부,2023.12.01
9급,전자,인천,17사단,2023.12.01
9급,전자,인제,3군단,2023.12.01
9급,전자,철원,6사단(철원),2023.12.01
9급,전자,양주,7군단(양주),2023.12.01
9급,전자,춘천,2군수지원여단,2023.12.01
9급,전자,춘천,2군단,2023.12.01
9급,전자,양주,1군단(양주),2023.12.01
9급,전자,논산,항공사령부(논산),2023.12.01
9급,전자,괴산,학생군사학교,2023.12.01
9급,전자,양주,7군단(양주),2023.12.01
9급,전자,세종,2신속사단(세종),2023.12.01
9급,전자,양주,7군단(양주),2023.12.01
9급,전자,장성,5군수지원사령부(장성),2023.12.01
9급,전자,인제,3군단,2023.12.01
9급,전자,순창,미사일사(순창),2023.12.01
9급,전자,양구,3군단(양구),2023.12.01
9급,전자,춘천,2군수지원여단,2023.12.01
9급,전자,홍천,3군단(홍천),2023.12.01
9급,전자,천안,탄약지원사령부(천안),2023.12.01
9급,전자,음성,항공사령부(음성),2023.12.01
9급,전자,음성,미사일사(음성),2023.12.01
9급,전자,인천,1군수지원사령부(인천),2023.12.01
9급,전자,계룡,육군본부 제2경비단,2023.12.01
9급,전자,양주,7군단(양주),2023.12.01
9급,전자,장성,5군수지원사령부(장성),2023.12.01
9급,전자,음성,미사일사(음성),2023.12.01
9급,전자,원주,항공사령부(원주),2023.12.01
9급,전자,인천,수도군단(인천),2023.12.01
9급,전자,원주,1군수지원사령부,2023.12.01
9급,전자,인제,과학화전투훈련단,2023.12.01
9급,전자,음성,특수전사령부(음성),2023.12.01
9급,전자,인제,3군수지원여단,2023.12.01
9급,전자,양주,7군단(양주),2023.12.01
9급,전자,포천,5군수지원여단,2023.12.01
9급,전자,대전,군수사령부,2023.12.01
9급,전차,춘천,2군수지원여단,2023.12.01
9급,전차,양주,8기동사단,2023.12.01
9급,전차,고양,1군수지원여단,2023.12.01
9급,전차,양주,8기동사단,2023.12.01
9급,전차,강릉,3군수지원여단(강릉),2023.12.01
9급,전차,고양,1군수지원여단,2023.12.01
9급,전차,시흥,1군수지원사령부(시흥),2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,홍천,20기갑여단,2023.12.01
9급,전차,인제,3군수지원여단,2023.12.01
9급,전차,양주,8기동사단,2023.12.01
9급,전차,인제,3군수지원여단,2023.12.01
9급,전차,양주,8기동사단,2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,가평,수도기계화보병사단,2023.12.01
9급,전차,포천,5군수지원여단,2023.12.01
9급,전차,춘천,2군수지원여단,2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,춘천,2군수지원여단,2023.12.01
9급,전차,춘천,2군수지원여단,2023.12.01
9급,전차,인제,3군수지원여단,2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,장성,기계화학교,2023.12.01
9급,전차,홍천,3기갑여단,2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,시흥,1군수지원사령부(시흥),2023.12.01
9급,전차,양주,5기갑여단,2023.12.01
9급,전차,장성,기계화학교,2023.12.01
9급,전차,고양,1군수지원여단,2023.12.01
9급,전차,고양,1군수지원여단,2023.12.01
9급,전차,시흥,1군수지원사령부(시흥),2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,양주,7군단(양주),2023.12.01
9급,전차,인제,3군수지원여단,2023.12.01
9급,전차,인제,3군수지원여단,2023.12.01
9급,전차,춘천,2군수지원여단,2023.12.01
9급,전차,장성,기계화학교,2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,창원,종합정비창,2023.12.01
9급,전차,인제,3군수지원여단,2023.12.01
9급,전차,장성,기계화학교,2023.12.01
9급,전차,강릉,3군수지원여단(강릉),2023.12.01
9급,전차,인천,특수전사령부(인천),2023.12.01
9급,전차,양주,8기동사단,2023.12.01
9급,지도,화천,15사단,2023.12.01
9급,지도,원주,36사단,2023.12.01
9급,지도,고양,1군단,2023.12.01
9급,지도,고양,9사단,2023.12.01
9급,지도,이천,항공사령부,2023.12.01
9급,지도,포천,5공병여단,2023.12.01
9급,지도,파주,1사단,2023.12.01
9급,지도,강원 고성,22사단,2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,남양주,1군수지원사령부(남양주),2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,화천,15사단,2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,세종,탄약지원사령부(세종),2023.12.01
9급,차량,안양,수도방위사령부(안양),2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,파주,9사단(파주),2023.12.01
9급,차량,파주,1군수지원여단(파주),2023.12.01
9급,차량,의정부,지상작전사령부(의정부),2023.12.01
9급,차량,포천,5포병여단,2023.12.01
9급,차량,파주,1공병여단,2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,파주,1사단,2023.12.01
9급,차량,홍천,3군수지원여단(홍천),2023.12.01
9급,차량,인천,1군수지원사령부(인천),2023.12.01
9급,차량,강원 고성,22사단,2023.12.01
9급,차량,서울,수도방위사령부,2023.12.01
9급,차량,철원,3사단,2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,양주,1공병여단(양주),2023.12.01
9급,차량,홍천,11기동사단,2023.12.01
9급,차량,파주,1군단(파주),2023.12.01
9급,차량,이천,특수전사령부,2023.12.01
9급,차량,남양주,7포병여단,2023.12.01
9급,차량,인제,3군수지원여단,2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,강진,31사단(강진),2023.12.01
9급,차량,포천,5군수지원여단,2023.12.01
9급,차량,시흥,52사단(시흥),2023.12.01
9급,차량,가평,2군수지원여단(가평),2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,화성,51사단,2023.12.01
9급,차량,안양,수도방위사령부(안양),2023.12.01
9급,차량,파주,1사단,2023.12.01
9급,차량,고양,56사단,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,가평,수도기계화보병사단,2023.12.01
9급,차량,서울,수도방위사령부,2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,시흥,52사단(시흥),2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,양평,7군단(양평),2023.12.01
9급,차량,가평,종합군수학교(가평),2023.12.01
9급,차량,서울,56사단(서울),2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,고양,9사단,2023.12.01
9급,차량,파주,1군수지원여단(파주),2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,양주,1공병여단(양주),2023.12.01
9급,차량,파주,1사단,2023.12.01
9급,차량,양구,21사단,2023.12.01
9급,차량,시흥,52사단(시흥),2023.12.01
9급,차량,순창,미사일사(순창),2023.12.01
9급,차량,화천,15사단,2023.12.01
9급,차량,인제,3군수지원여단,2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,용인,지상작전사령부,2023.12.01
9급,차량,홍천,3군수지원여단(홍천),2023.12.01
9급,차량,용인,55사단,2023.12.01
9급,차량,음성,미사일사(음성),2023.12.01
9급,차량,용인,55사단,2023.12.01
9급,차량,용인,지상작전사령부,2023.12.01
9급,차량,인제,3군수지원여단,2023.12.01
9급,차량,인천,1군수지원사령부(인천),2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,대전,2작전사령부(대전),2023.12.01
9급,차량,파주,1군수지원여단(파주),2023.12.01
9급,차량,가평,종합군수학교(가평),2023.12.01
9급,차량,파주,1사단,2023.12.01
9급,차량,시흥,1군수지원사령부(시흥),2023.12.01
9급,차량,파주,1사단,2023.12.01
9급,차량,인천,1군수지원사령부(인천),2023.12.01
9급,차량,가평,종합군수학교(가평),2023.12.01
9급,차량,원주,화력여단,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,파주,1공병여단,2023.12.01
9급,차량,화천,7사단,2023.12.01
9급,차량,홍천,3기갑여단,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,양평,7군단(양평),2023.12.01
9급,차량,춘천,2공병여단,2023.12.01
9급,차량,가평,수도기계화보병사단,2023.12.01
9급,차량,양양,3군수지원여단(양양),2023.12.01
9급,차량,춘천,2포병여단,2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,이천,항공사령부,2023.12.01
9급,차량,파주,1군수지원여단(파주),2023.12.01
9급,차량,대전,2작전사령부(대전),2023.12.01
9급,차량,음성,미사일사(음성),2023.12.01
9급,차량,홍성,32사단(홍성),2023.12.01
9급,차량,양평,7군단(양평),2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,세종,종합보급창,2023.12.01
9급,차량,이천,7군단,2023.12.01
9급,차량,옥천,37사단(옥천),2023.12.01
9급,차량,대전,2작전사령부(대전),2023.12.01
9급,차량,보령,32사단(보령),2023.12.01
9급,차량,인천,1군수지원사령부(인천),2023.12.01
9급,차량,가평,종합군수학교(가평),2023.12.01
9급,차량,강원 고성,22사단,2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,음성,미사일사(음성),2023.12.01
9급,차량,대전,정보통신학교,2023.12.01
9급,차량,대전,종합군수학교,2023.12.01
9급,차량,음성,미사일사(음성),2023.12.01
9급,차량,원주,미사일사,2023.12.01
9급,차량,증평,37사단,2023.12.01
9급,차량,증평,37사단,2023.12.01
9급,차량,세종,32사단,2023.12.01
9급,차량,음성,미사일사(음성),2023.12.01
9급,차량,홍천,20기갑여단,2023.12.01
9급,차량,홍천,11기동사단,2023.12.01
9급,차량,장성,2작전사령부(장성),2023.12.01
9급,차량,장성,5군수지원사령부(장성),2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,홍천,3군수지원여단(홍천),2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,강원 고성,22사단,2023.12.01
9급,차량,무안,31사단(무안),2023.12.01
9급,차량,장성,공병학교,2023.12.01
9급,차량,인천,17사단,2023.12.01
9급,차량,가평,수도기계화보병사단,2023.12.01
9급,차량,홍천,3군수지원여단(홍천),2023.12.01
9급,차량,무안,31사단(무안),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,장성,공병학교,2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,인제,3공병여단,2023.12.01
9급,차량,남원,35사단(남원),2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,임실,탄약지원사령부(임실),2023.12.01
9급,차량,대구,5군수지원사령부,2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,증평,37사단,2023.12.01
9급,차량,경산,종합군수학교(경산),2023.12.01
9급,차량,영동,탄약지원사령부(영동),2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,양평,1군수지원사령부(양평),2023.12.01
9급,차량,양평,1군수지원사령부(양평),2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,구미,50사단(구미),2023.12.01
9급,차량,용인,55사단,2023.12.01
9급,차량,충주,탄약지원사령부(충주),2023.12.01
9급,차량,원주,지상작전사령부(원주),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,인천,1군수지원사령부(인천),2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,고양,1공병여단,2023.12.01
9급,차량,충주,탄약지원사령부(충주),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,화천,2공병여단(화천),2023.12.01
9급,차량,무안,31사단(무안),2023.12.01
9급,차량,남원,35사단(남원),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,인제,3군수지원여단,2023.12.01
9급,차량,파주,1군단(파주),2023.12.01
9급,차량,영동,종합행정학교,2023.12.01
9급,차량,영천,50사단(영천),2023.12.01
9급,차량,포천,6사단,2023.12.01
9급,차량,제천,탄약지원사령부(제천),2023.12.01
9급,차량,안동,50사단(안동),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,울진,50사단(울진),2023.12.01
9급,차량,이천,항공사령부,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,대구,50사단,2023.12.01
9급,차량,춘천,2공병여단,2023.12.01
9급,차량,영천,탄약지원사령부(영천),2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,세종,종합보급창,2023.12.01
9급,차량,대전,5군수지원사령부(대전),2023.12.01
9급,차량,장성,공병학교,2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,홍천,3군수지원여단(홍천),2023.12.01
9급,차량,홍천,3군수지원여단(홍천),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,춘천,2공병여단,2023.12.01
9급,차량,인제,3군수지원여단,2023.12.01
9급,차량,안동,50사단(안동),2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,인천,1군수지원사령부(인천),2023.12.01
9급,차량,양평,7군단(양평),2023.12.01
9급,차량,전남 광주,31사단,2023.12.01
9급,차량,양평,7군단(양평),2023.12.01
9급,차량,고양,1군수지원여단,2023.12.01
9급,차량,원주,1군수지원사령부,2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,강진,31사단(강진),2023.12.01
9급,차량,이천,7군단,2023.12.01
9급,차량,인천,종합보급창(인천),2023.12.01
9급,차량,정읍,35사단(정읍),2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,파주,1군단(파주),2023.12.01
9급,차량,순천,31사단(순천),2023.12.01
9급,차량,장성,2작전사령부(장성),2023.12.01
9급,차량,제천,탄약지원사령부(제천),2023.12.01
9급,차량,대전,5군수지원사령부(대전),2023.12.01
9급,차량,울진,50사단(울진),2023.12.01
9급,차량,부산,종합보급창(부산),2023.12.01
9급,차량,과천,수도방위사령부(과천),2023.12.01
9급,차량,창원,종합정비창,2023.12.01
9급,차량,대전,2작전사령부(대전),2023.12.01
9급,차량,대구,50사단,2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,포천,5군수지원여단,2023.12.01
9급,차량,장성,5군수지원사령부(장성),2023.12.01
9급,차량,세종,32사단,2023.12.01
9급,차량,창원,종합정비창,2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
9급,차량,김해,2작전사령부(김해),2023.12.01
9급,차량,여주,7공병여단(여주),2023.12.01
9급,차량,창원,종합정비창,2023.12.01
9급,차량,영천,2작전사령부(영천),2023.12.01
9급,차량,화천,7사단,2023.12.01
9급,차량,춘천,2군수지원여단,2023.12.01
